video,words,glosses,spoken_language,signed_language,start,end,priority,person_id
11006,classroom,classroom,en,ase,0,0,0,18
11007,classroom,classroom,en,ase,0,0,1,26
11011,classroom,classroom,en,ase,0,0,2,1
11012,classroom,classroom,en,ase,0,0,3,6
11008,classroom,classroom,en,ase,0,0,4,4
11009,classroom,classroom,en,ase,0,0,5,7
11013,classroom,classroom,en,ase,0,0,6,6
11064,clear,clear,en,ase,0,0,0,1
11061,clear,clear,en,ase,0,0,1,17
11059,clear,clear,en,ase,0,0,2,18
65366,clear,clear,en,ase,0,0,3,30
11065,clear,clear,en,ase,0,0,4,6
11062,clear,clear,en,ase,0,0,5,7
11144,climb,climb,en,ase,0,0,0,17
11142,climb,climb,en,ase,0,0,1,18
11150,climb,climb,en,ase,0,0,2,6
11151,climb,climb,en,ase,0,0,3,6
11143,climb,climb,en,ase,0,0,4,19
11148,climb,climb,en,ase,0,0,5,11
11145,climb,climb,en,ase,0,0,6,7
11943,command,command,en,ase,0,0,0,21
11948,command,command,en,ase,0,0,1,1
11936,command,command,en,ase,0,0,2,18
11950,command,command,en,ase,0,0,3,6
11942,command,command,en,ase,0,0,4,15
11944,command,command,en,ase,0,0,5,24
12063,community,community,en,ase,0,0,0,17
12058,community,community,en,ase,0,0,1,18
12066,community,community,en,ase,0,0,2,11
12067,community,community,en,ase,0,0,3,6
12064,community,community,en,ase,0,0,4,7
12062,community,community,en,ase,0,0,5,25
12060,community,community,en,ase,0,0,6,48
12192,complain,complain,en,ase,0,0,0,21
12188,complain,complain,en,ase,0,0,1,18
12195,complain,complain,en,ase,0,0,2,1
12196,complain,complain,en,ase,0,0,3,6
12190,complain,complain,en,ase,0,0,4,9
12191,complain,complain,en,ase,0,0,5,20
12193,complain,complain,en,ase,0,0,6,7
12292,compromise,compromise,en,ase,0,0,0,28
12293,compromise,compromise,en,ase,0,0,1,28
12290,compromise,compromise,en,ase,0,0,2,18
12296,compromise,compromise,en,ase,0,0,3,1
12297,compromise,compromise,en,ase,0,0,4,6
12294,compromise,compromise,en,ase,0,0,5,72
12291,compromise,compromise,en,ase,0,0,6,15
13026,contribute,contribute,en,ase,0,0,0,1
13024,contribute,contribute,en,ase,0,0,1,11
13017,contribute,contribute,en,ase,0,0,2,65
13015,contribute,contribute,en,ase,0,0,3,18
13023,contribute,contribute,en,ase,0,0,4,11
13019,contribute,contribute,en,ase,0,0,5,73
13020,contribute,contribute,en,ase,0,0,6,7
13018,contribute,contribute,en,ase,0,0,7,11
13246,cop,cop,en,ase,0,0,0,17
13245,cop,cop,en,ase,0,0,1,17
13251,cop,cop,en,ase,0,0,2,1
13250,cop,cop,en,ase,0,0,3,1
13249,cop,cop,en,ase,0,0,4,1
13252,cop,cop,en,ase,0,0,5,6
13247,cop,cop,en,ase,0,0,6,24
13244,cop,cop,en,ase,0,0,7,15
13420,cost,cost,en,ase,0,0,0,1
13416,cost,cost,en,ase,0,0,1,17
13407,cost,cost,en,ase,0,0,2,18
13415,cost,cost,en,ase,0,0,3,43
13417,cost,cost,en,ase,0,0,4,7
13414,cost,cost,en,ase,0,0,5,11
13457,couch,couch,en,ase,0,0,0,0
13460,couch,couch,en,ase,0,0,1,1
13455,couch,couch,en,ase,0,0,2,18
13456,couch,couch,en,ase,0,0,3,23
13461,couch,couch,en,ase,0,0,4,6
13458,couch,couch,en,ase,0,0,5,7
13743,cracker,cracker,en,ase,0,0,0,8
13745,cracker,cracker,en,ase,0,0,1,17
13748,cracker,cracker,en,ase,0,0,2,1
13749,cracker,cracker,en,ase,0,0,3,1
13746,cracker,cracker,en,ase,0,0,4,7
13744,cracker,cracker,en,ase,0,0,5,73
14311,curious,curious,en,ase,0,0,0,18
14312,curious,curious,en,ase,0,0,1,17
14313,curious,curious,en,ase,0,0,2,9
14316,curious,curious,en,ase,0,0,3,7
14317,curious,curious,en,ase,0,0,4,6
65429,curious,curious,en,ase,0,0,5,30
14314,curious,curious,en,ase,0,0,6,7
14370,curriculum,curriculum,en,ase,0,0,0,-1
14365,curriculum,curriculum,en,ase,0,0,1,18
14367,curriculum,curriculum,en,ase,0,0,2,0
65431,curriculum,curriculum,en,ase,0,0,3,37
14372,curriculum,curriculum,en,ase,0,0,4,6
14371,curriculum,curriculum,en,ase,0,0,5,6
14368,curriculum,curriculum,en,ase,0,0,6,7
14366,curriculum,curriculum,en,ase,0,0,7,15
14568,dad,dad,en,ase,0,0,0,1
14569,dad,dad,en,ase,0,0,1,1
14567,dad,dad,en,ase,0,0,2,7
14565,dad,dad,en,ase,0,0,3,15
14570,dad,dad,en,ase,0,0,4,6
14566,dad,dad,en,ase,0,0,5,13
69289,dad,dad,en,ase,0,0,6,5
15548,deny,deny,en,ase,0,0,0,17
15551,deny,deny,en,ase,0,0,1,1
15546,deny,deny,en,ase,0,0,2,18
15549,deny,deny,en,ase,0,0,3,7
15554,deny,deny,en,ase,0,0,4,6
15547,deny,deny,en,ase,0,0,5,15
65461,deny,deny,en,ase,0,0,6,3
15708,describe,describe,en,ase,0,0,0,21
15711,describe,describe,en,ase,0,0,1,-1
15705,describe,describe,en,ase,0,0,2,18
69294,describe,describe,en,ase,0,0,3,5
15709,describe,describe,en,ase,0,0,4,14
15707,describe,describe,en,ase,0,0,5,25
15706,describe,describe,en,ase,0,0,6,8
16083,diaper,diaper,en,ase,0,0,0,21
16085,diaper,diaper,en,ase,0,0,1,1
16076,diaper,diaper,en,ase,0,0,2,18
65477,diaper,diaper,en,ase,0,0,3,3
16081,diaper,diaper,en,ase,0,0,4,43
16082,diaper,diaper,en,ase,0,0,5,4
16099,diarrhea,diarrhea,en,ase,0,0,0,21
16102,diarrhea,diarrhea,en,ase,0,0,1,1
16098,diarrhea,diarrhea,en,ase,0,0,2,20
16095,diarrhea,diarrhea,en,ase,0,0,3,18
16100,diarrhea,diarrhea,en,ase,0,0,4,7
16097,diarrhea,diarrhea,en,ase,0,0,5,15
16430,disagree,disagree,en,ase,0,0,0,0
16427,disagree,disagree,en,ase,0,0,1,18
16428,disagree,disagree,en,ase,0,0,2,0
16434,disagree,disagree,en,ase,0,0,3,6
16431,disagree,disagree,en,ase,0,0,4,14
16429,disagree,disagree,en,ase,0,0,5,20
70118,disagree,disagree,en,ase,0,0,6,8
16809,dissolve,dissolve,en,ase,0,0,0,11
16803,dissolve,dissolve,en,ase,0,0,1,18
16808,dissolve,dissolve,en,ase,0,0,2,11
65494,dissolve,dissolve,en,ase,0,0,3,30
16804,dissolve,dissolve,en,ase,0,0,4,52
16806,dissolve,dissolve,en,ase,0,0,5,11
16805,dissolve,dissolve,en,ase,0,0,6,51
16930,divide,divide,en,ase,0,0,0,1
16922,divide,divide,en,ase,0,0,1,18
16926,divide,divide,en,ase,0,0,2,17
65499,divide,divide,en,ase,0,0,3,28
16934,divide,divide,en,ase,0,0,4,6
16927,divide,divide,en,ase,0,0,5,14
16925,divide,divide,en,ase,0,0,6,73
17158,dolphin,dolphin,en,ase,0,0,0,28
17157,dolphin,dolphin,en,ase,0,0,1,28
17159,dolphin,dolphin,en,ase,0,0,2,28
17160,dolphin,dolphin,en,ase,0,0,3,7
17378,double,double,en,ase,0,0,0,0
17381,double,double,en,ase,0,0,1,11
65523,double,double,en,ase,0,0,2,10
17377,double,double,en,ase,0,0,3,43
17374,double,double,en,ase,0,0,4,18
17379,double,double,en,ase,0,0,5,14
17382,double,double,en,ase,0,0,6,6
17391,doubt,doubt,en,ase,0,0,0,70
17388,doubt,doubt,en,ase,0,0,1,18
17390,doubt,doubt,en,ase,0,0,2,43
17395,doubt,doubt,en,ase,0,0,3,11
17394,doubt,doubt,en,ase,0,0,4,11
65524,doubt,doubt,en,ase,0,0,5,30
17981,dumb,dumb,en,ase,0,0,0,18
65553,dumb,dumb,en,ase,0,0,1,-1
17992,dumb,dumb,en,ase,0,0,2,11
17993,dumb,dumb,en,ase,0,0,3,-1
17988,dumb,dumb,en,ase,0,0,4,-1
70370,dumb,dumb,en,ase,0,0,5,-1
18245,earth,earth,en,ase,0,0,0,11
18239,earth,earth,en,ase,0,0,1,18
18246,earth,earth,en,ase,0,0,2,11
18243,earth,earth,en,ase,0,0,3,14
18242,earth,earth,en,ase,0,0,4,17
18241,earth,earth,en,ase,0,0,5,8
18258,earthquake,earthquake,en,ase,0,0,0,7
18253,earthquake,earthquake,en,ase,0,0,1,18
65596,earthquake,earthquake,en,ase,0,0,2,3
18254,earthquake,earthquake,en,ase,0,0,3,43
18255,earthquake,earthquake,en,ase,0,0,4,20
18256,earthquake,earthquake,en,ase,0,0,5,14
18259,earthquake,earthquake,en,ase,0,0,6,6
18575,eight,eight,en,ase,0,0,0,1
18570,eight,eight,en,ase,0,0,1,9
18569,eight,eight,en,ase,0,0,2,72
69309,eight,eight,en,ase,0,0,3,5
18576,eight,eight,en,ase,0,0,4,6
18571,eight,eight,en,ase,0,0,5,24
18897,embarrass,embarrass,en,ase,0,0,0,17
18900,embarrass,embarrass,en,ase,0,0,1,7
18887,embarrass,embarrass,en,ase,0,0,2,-1
18898,embarrass,embarrass,en,ase,0,0,3,17
65626,embarrass,embarrass,en,ase,0,0,4,3
18899,embarrass,embarrass,en,ase,0,0,5,14
18901,embarrass,embarrass,en,ase,0,0,6,6
18980,emotion,emotion,en,ase,0,0,0,17
18983,emotion,emotion,en,ase,0,0,1,1
18978,emotion,emotion,en,ase,0,0,2,43
18970,emotion,emotion,en,ase,0,0,3,8
18981,emotion,emotion,en,ase,0,0,4,14
18984,emotion,emotion,en,ase,0,0,5,6
18979,emotion,emotion,en,ase,0,0,6,25
19086,encourage,encourage,en,ase,0,0,0,18
19088,encourage,encourage,en,ase,0,0,1,17
19089,encourage,encourage,en,ase,0,0,2,17
19092,encourage,encourage,en,ase,0,0,3,11
19087,encourage,encourage,en,ase,0,0,4,43
65628,encourage,encourage,en,ase,0,0,5,47
19090,encourage,encourage,en,ase,0,0,6,14
19169,energy,energy,en,ase,0,0,0,1
65630,energy,energy,en,ase,0,0,1,3
19164,energy,energy,en,ase,0,0,2,18
19170,energy,energy,en,ase,0,0,3,6
19166,energy,energy,en,ase,0,0,4,25
19167,energy,energy,en,ase,0,0,5,7
19165,energy,energy,en,ase,0,0,6,19
19304,enough,enough,en,ase,0,0,0,8
19309,enough,enough,en,ase,0,0,1,1
65637,enough,enough,en,ase,0,0,2,47
19306,enough,enough,en,ase,0,0,3,14
19310,enough,enough,en,ase,0,0,4,6
19305,enough,enough,en,ase,0,0,5,15
19706,evaluate,evaluate,en,ase,0,0,0,17
19703,evaluate,evaluate,en,ase,0,0,1,18
19710,evaluate,evaluate,en,ase,0,0,2,6
19707,evaluate,evaluate,en,ase,0,0,3,7
19705,evaluate,evaluate,en,ase,0,0,4,23
19704,evaluate,evaluate,en,ase,0,0,5,11
19969,evidence,evidence,en,ase,0,0,0,28
19970,evidence,evidence,en,ase,0,0,1,28
19974,evidence,evidence,en,ase,0,0,2,11
19966,evidence,evidence,en,ase,0,0,3,18
19971,evidence,evidence,en,ase,0,0,4,14
19968,evidence,evidence,en,ase,0,0,5,15
19967,evidence,evidence,en,ase,0,0,6,11
20009,exact,exact,en,ase,0,0,0,17
20007,exact,exact,en,ase,0,0,1,18
20012,exact,exact,en,ase,0,0,2,11
65650,exact,exact,en,ase,0,0,3,3
20010,exact,exact,en,ase,0,0,4,24
20008,exact,exact,en,ase,0,0,5,40
70115,exact,exact,en,ase,0,0,6,-1
20023,exaggerate,exaggerate,en,ase,0,0,0,17
20020,exaggerate,exaggerate,en,ase,0,0,1,18
20027,exaggerate,exaggerate,en,ase,0,0,2,1
20024,exaggerate,exaggerate,en,ase,0,0,3,7
20022,exaggerate,exaggerate,en,ase,0,0,4,43
20028,exaggerate,exaggerate,en,ase,0,0,5,6
20335,expect,expect,en,ase,0,0,0,28
20327,expect,expect,en,ase,0,0,1,18
20336,expect,expect,en,ase,0,0,2,28
20339,expect,expect,en,ase,0,0,3,-1
20340,expect,expect,en,ase,0,0,4,6
20337,expect,expect,en,ase,0,0,5,-1
20334,expect,expect,en,ase,0,0,6,15
21024,fancy,fancy,en,ase,0,0,0,17
21026,fancy,fancy,en,ase,0,0,1,17
21022,fancy,fancy,en,ase,0,0,2,8
21030,fancy,fancy,en,ase,0,0,3,1
65680,fancy,fancy,en,ase,0,0,4,47
21027,fancy,fancy,en,ase,0,0,5,7
21031,fancy,fancy,en,ase,0,0,6,6
21023,fancy,fancy,en,ase,0,0,7,15
21309,favorite,favorite,en,ase,0,0,0,-1
21310,favorite,favorite,en,ase,0,0,1,6
21302,favorite,favorite,en,ase,0,0,2,18
65694,favorite,favorite,en,ase,0,0,3,29
21303,favorite,favorite,en,ase,0,0,4,43
21304,favorite,favorite,en,ase,0,0,5,14
21835,finally,finally,en,ase,0,0,0,1
21832,finally,finally,en,ase,0,0,1,17
21831,finally,finally,en,ase,0,0,2,17
21828,finally,finally,en,ase,0,0,3,18
21830,finally,finally,en,ase,0,0,4,20
21833,finally,finally,en,ase,0,0,5,14
21829,finally,finally,en,ase,0,0,6,15
65775,fox,fox,en,ase,0,0,0,82
23279,fox,fox,en,ase,0,0,1,-1
23276,fox,fox,en,ase,0,0,2,10
23273,fox,fox,en,ase,0,0,3,-1
23277,fox,fox,en,ase,0,0,4,24
23274,fox,fox,en,ase,0,0,5,2
23275,fox,fox,en,ase,0,0,6,25
23481,french,french,en,ase,0,0,0,16
23485,french,french,en,ase,0,0,1,1
23486,french,french,en,ase,0,0,2,6
23482,french,french,en,ase,0,0,3,14
68055,french,french,en,ase,0,0,4,2
23479,french,french,en,ase,0,0,5,15
23703,fruit,fruit,en,ase,0,0,0,20
23705,fruit,fruit,en,ase,0,0,1,14
65789,fruit,fruit,en,ase,0,0,2,36
23702,fruit,fruit,en,ase,0,0,3,25
23701,fruit,fruit,en,ase,0,0,4,11
23704,fruit,fruit,en,ase,0,0,5,13
23805,function,function,en,ase,0,0,0,17
23809,function,function,en,ase,0,0,1,6
23808,function,function,en,ase,0,0,2,45
65796,function,function,en,ase,0,0,3,36
23804,function,function,en,ase,0,0,4,0
23802,function,function,en,ase,0,0,5,8
23806,function,function,en,ase,0,0,6,24
24171,gather,gather,en,ase,0,0,0,1
24165,gather,gather,en,ase,0,0,1,18
24174,gather,gather,en,ase,0,0,2,1
65803,gather,gather,en,ase,0,0,3,36
24167,gather,gather,en,ase,0,0,4,14
24166,gather,gather,en,ase,0,0,5,2
24379,germany,germany,en,ase,0,0,0,16
24385,germany,germany,en,ase,0,0,1,1
24376,germany,germany,en,ase,0,0,2,8
65806,germany,germany,en,ase,0,0,3,36
24381,germany,germany,en,ase,0,0,4,14
24378,germany,germany,en,ase,0,0,5,43
24382,germany,germany,en,ase,0,0,6,38
24822,gloves,gloves,en,ase,0,0,0,14
24824,gloves,gloves,en,ase,0,0,1,1
24829,gloves,gloves,en,ase,0,0,2,6
24827,gloves,gloves,en,ase,0,0,3,6
24828,gloves,gloves,en,ase,0,0,4,6
24826,gloves,gloves,en,ase,0,0,5,6
24892,goat,goat,en,ase,0,0,0,-1
65830,goat,goat,en,ase,0,0,1,83
24883,goat,goat,en,ase,0,0,2,-1
24889,goat,goat,en,ase,0,0,3,17
24888,goat,goat,en,ase,0,0,4,43
24890,goat,goat,en,ase,0,0,5,14
25041,goodbye,goodbye,en,ase,0,0,0,8
25044,goodbye,goodbye,en,ase,0,0,1,5
25051,goodbye,goodbye,en,ase,0,0,2,11
25049,goodbye,goodbye,en,ase,0,0,3,7
25052,goodbye,goodbye,en,ase,0,0,4,11
25846,grow,grow,en,ase,0,0,0,17
25850,grow,grow,en,ase,0,0,1,11
65862,grow,grow,en,ase,0,0,2,36
25844,grow,grow,en,ase,0,0,3,43
25847,grow,grow,en,ase,0,0,4,14
69354,grow,grow,en,ase,0,0,5,12
26003,gum,gum,en,ase,0,0,0,0
26006,gum,gum,en,ase,0,0,1,1
65868,gum,gum,en,ase,0,0,2,36
26001,gum,gum,en,ase,0,0,3,8
26004,gum,gum,en,ase,0,0,4,7
26002,gum,gum,en,ase,0,0,5,15
26007,gum,gum,en,ase,0,0,6,6
26215,half,half,en,ase,0,0,0,17
26203,half,half,en,ase,0,0,1,18
26220,half,half,en,ase,0,0,2,1
26214,half,half,en,ase,0,0,3,43
26222,half,half,en,ase,0,0,4,6
26221,half,half,en,ase,0,0,5,6
26216,half,half,en,ase,0,0,6,14
26799,hawaii,hawaii,en,ase,0,0,0,17
26800,hawaii,hawaii,en,ase,0,0,1,28
26801,hawaii,hawaii,en,ase,0,0,2,21
26797,hawaii,hawaii,en,ase,0,0,3,18
26807,hawaii,hawaii,en,ase,0,0,4,1
26802,hawaii,hawaii,en,ase,0,0,5,14
26806,hawaii,hawaii,en,ase,0,0,6,1
27319,herself,herself,en,ase,0,0,0,1
27321,herself,herself,en,ase,0,0,1,1
27313,herself,herself,en,ase,0,0,2,21
27314,herself,herself,en,ase,0,0,3,17
27315,herself,herself,en,ase,0,0,4,17
27312,herself,herself,en,ase,0,0,5,18
27316,herself,herself,en,ase,0,0,6,14
27448,highway,highway,en,ase,0,0,0,1
27452,highway,highway,en,ase,0,0,1,-1
27450,highway,highway,en,ase,0,0,2,-1
27451,highway,highway,en,ase,0,0,3,1
27444,highway,highway,en,ase,0,0,4,18
27445,highway,highway,en,ase,0,0,5,51
27446,highway,highway,en,ase,0,0,6,14
27796,homework,homework,en,ase,0,0,0,1
27788,homework,homework,en,ase,0,0,1,8
27790,homework,homework,en,ase,0,0,2,20
27789,homework,homework,en,ase,0,0,3,25
68073,homework,homework,en,ase,0,0,4,2
27793,homework,homework,en,ase,0,0,5,7
27880,honor,honor,en,ase,0,0,0,-1
27879,honor,honor,en,ase,0,0,1,1
27875,honor,honor,en,ase,0,0,2,17
27874,honor,honor,en,ase,0,0,3,15
27881,honor,honor,en,ase,0,0,4,-1
27876,honor,honor,en,ase,0,0,5,14
28585,ice cream,ice cream,en,ase,0,0,0,21
28584,ice cream,ice cream,en,ase,0,0,1,21
28581,ice cream,ice cream,en,ase,0,0,2,18
28588,ice cream,ice cream,en,ase,0,0,3,1
28583,ice cream,ice cream,en,ase,0,0,4,4
28582,ice cream,ice cream,en,ase,0,0,5,43
28586,ice cream,ice cream,en,ase,0,0,6,14
28743,if,if,en,ase,0,0,0,11
28737,if,if,en,ase,0,0,1,17
28734,if,if,en,ase,0,0,2,18
28747,if,if,en,ase,0,0,3,6
28739,if,if,en,ase,0,0,4,14
69375,if,if,en,ase,0,0,5,12
28736,if,if,en,ase,0,0,6,49
29329,increase,increase,en,ase,0,0,0,17
29333,increase,increase,en,ase,0,0,1,1
29324,increase,increase,en,ase,0,0,2,18
29328,increase,increase,en,ase,0,0,3,43
29330,increase,increase,en,ase,0,0,4,14
29327,increase,increase,en,ase,0,0,5,52
29334,increase,increase,en,ase,0,0,6,6
70077,increase,increase,en,ase,0,0,7,8
29402,india,india,en,ase,0,0,0,15
29407,india,india,en,ase,0,0,1,-1
29400,india,india,en,ase,0,0,2,43
29409,india,india,en,ase,0,0,3,6
29404,india,india,en,ase,0,0,4,7
29408,india,india,en,ase,0,0,5,6
29399,india,india,en,ase,0,0,6,18
29638,information,information,en,ase,0,0,0,1
29637,information,information,en,ase,0,0,1,1
29631,information,information,en,ase,0,0,2,8
29636,information,information,en,ase,0,0,3,11
29634,information,information,en,ase,0,0,4,7
29633,information,information,en,ase,0,0,5,49
29639,information,information,en,ase,0,0,6,6
29632,information,information,en,ase,0,0,7,8
30264,interpret,interpret,en,ase,0,0,0,17
30252,interpret,interpret,en,ase,0,0,1,18
30268,interpret,interpret,en,ase,0,0,2,1
30269,interpret,interpret,en,ase,0,0,3,6
68077,interpret,interpret,en,ase,0,0,4,2
30265,interpret,interpret,en,ase,0,0,5,14
30318,interview,interview,en,ase,0,0,0,17
65956,interview,interview,en,ase,0,0,1,46
30311,interview,interview,en,ase,0,0,2,8
30325,interview,interview,en,ase,0,0,3,6
30319,interview,interview,en,ase,0,0,4,14
30323,interview,interview,en,ase,0,0,5,6
30316,interview,interview,en,ase,0,0,6,25
30509,invite,invite,en,ase,0,0,0,18
30514,invite,invite,en,ase,0,0,1,11
65961,invite,invite,en,ase,0,0,2,3
30511,invite,invite,en,ase,0,0,3,14
30510,invite,invite,en,ase,0,0,4,23
30710,israel,israel,en,ase,0,0,0,15
30709,israel,israel,en,ase,0,0,1,16
30713,israel,israel,en,ase,0,0,2,1
30717,israel,israel,en,ase,0,0,3,6
30715,israel,israel,en,ase,0,0,4,6
30706,israel,israel,en,ase,0,0,5,18
30707,israel,israel,en,ase,0,0,6,43
31051,jesus,jesus,en,ase,0,0,0,17
31054,jesus,jesus,en,ase,0,0,1,1
31050,jesus,jesus,en,ase,0,0,2,20
31047,jesus,jesus,en,ase,0,0,3,18
31052,jesus,jesus,en,ase,0,0,4,14
31049,jesus,jesus,en,ase,0,0,5,15
31055,jesus,jesus,en,ase,0,0,6,6
31486,keep,keep,en,ase,0,0,0,16
31481,keep,keep,en,ase,0,0,1,18
65987,keep,keep,en,ase,0,0,2,46
31491,keep,keep,en,ase,0,0,3,1
31487,keep,keep,en,ase,0,0,4,14
31494,keep,keep,en,ase,0,0,5,6
31485,keep,keep,en,ase,0,0,6,15
31556,keyboard,keyboard,en,ase,0,0,0,0
31557,keyboard,keyboard,en,ase,0,0,1,14
31559,keyboard,keyboard,en,ase,0,0,2,11
31554,keyboard,keyboard,en,ase,0,0,3,15
31553,keyboard,keyboard,en,ase,0,0,4,18
31555,keyboard,keyboard,en,ase,0,0,5,20
32117,land,land,en,ase,0,0,0,9
32115,land,land,en,ase,0,0,1,0
32122,land,land,en,ase,0,0,2,6
32120,land,land,en,ase,0,0,3,1
69382,land,land,en,ase,0,0,4,12
32113,land,land,en,ase,0,0,5,43
32121,land,land,en,ase,0,0,6,6
32118,land,land,en,ase,0,0,7,24
32473,lawyer,lawyer,en,ase,0,0,0,18
32478,lawyer,lawyer,en,ase,0,0,1,1
32474,lawyer,lawyer,en,ase,0,0,2,43
32479,lawyer,lawyer,en,ase,0,0,3,6
32475,lawyer,lawyer,en,ase,0,0,4,4
32476,lawyer,lawyer,en,ase,0,0,5,24
32538,lead,lead,en,ase,0,0,0,17
32537,lead,lead,en,ase,0,0,1,17
32541,lead,lead,en,ase,0,0,2,1
66020,lead,lead,en,ase,0,0,3,3
32543,lead,lead,en,ase,0,0,4,6
32539,lead,lead,en,ase,0,0,5,24
32535,lead,lead,en,ase,0,0,6,48
32863,lesbian,lesbian,en,ase,0,0,0,1
66035,lesbian,lesbian,en,ase,0,0,1,46
32864,lesbian,lesbian,en,ase,0,0,2,1
32858,lesbian,lesbian,en,ase,0,0,3,8
32859,lesbian,lesbian,en,ase,0,0,4,43
32865,lesbian,lesbian,en,ase,0,0,5,6
32860,lesbian,lesbian,en,ase,0,0,6,24
33337,line,line,en,ase,0,0,0,9
33341,line,line,en,ase,0,0,1,11
69390,line,line,en,ase,0,0,2,42
33339,line,line,en,ase,0,0,3,24
33335,line,line,en,ase,0,0,4,8
33343,line,line,en,ase,0,0,5,6
33677,lock,lock,en,ase,0,0,0,8
33701,lock,lock,en,ase,0,0,1,1
33697,lock,lock,en,ase,0,0,2,17
66080,lock,lock,en,ase,0,0,3,3
33696,lock,lock,en,ase,0,0,4,4
33698,lock,lock,en,ase,0,0,5,24
66087,loud,loud,en,ase,0,0,0,11
34088,loud,loud,en,ase,0,0,1,21
34091,loud,loud,en,ase,0,0,2,63
34087,loud,loud,en,ase,0,0,3,20
34086,loud,loud,en,ase,0,0,4,18
34093,loud,loud,en,ase,0,0,5,6
34089,loud,loud,en,ase,0,0,6,28
34111,lousy,lousy,en,ase,0,0,0,9
34114,lousy,lousy,en,ase,0,0,1,1
66088,lousy,lousy,en,ase,0,0,2,11
34109,lousy,lousy,en,ase,0,0,3,18
34115,lousy,lousy,en,ase,0,0,4,6
34110,lousy,lousy,en,ase,0,0,5,20
34112,lousy,lousy,en,ase,0,0,6,24
34271,lunch,lunch,en,ase,0,0,0,1
34265,lunch,lunch,en,ase,0,0,1,43
34268,lunch,lunch,en,ase,0,0,2,13
34266,lunch,lunch,en,ase,0,0,3,20
70028,lunch,lunch,en,ase,0,0,4,-1
34272,lunch,lunch,en,ase,0,0,5,6
34269,lunch,lunch,en,ase,0,0,6,24
34354,machine,machine,en,ase,0,0,0,0
34357,machine,machine,en,ase,0,0,1,8
66091,machine,machine,en,ase,0,0,2,3
34352,machine,machine,en,ase,0,0,3,18
34353,machine,machine,en,ase,0,0,4,43
34355,machine,machine,en,ase,0,0,5,24
34375,mad,mad,en,ase,0,0,0,-1
34370,mad,mad,en,ase,0,0,1,0
34369,mad,mad,en,ase,0,0,2,84
34365,mad,mad,en,ase,0,0,3,18
34380,mad,mad,en,ase,0,0,4,-1
34371,mad,mad,en,ase,0,0,5,24
35606,memorize,memorize,en,ase,0,0,0,9
35609,memorize,memorize,en,ase,0,0,1,1
35603,memorize,memorize,en,ase,0,0,2,18
66114,memorize,memorize,en,ase,0,0,3,45
35604,memorize,memorize,en,ase,0,0,4,15
35607,memorize,memorize,en,ase,0,0,5,24
35605,memorize,memorize,en,ase,0,0,6,15
36235,minus,minus,en,ase,0,0,0,1
36228,minus,minus,en,ase,0,0,1,18
36232,minus,minus,en,ase,0,0,2,14
36238,minus,minus,en,ase,0,0,3,6
36236,minus,minus,en,ase,0,0,4,6
36239,minus,minus,en,ase,0,0,5,6
36231,minus,minus,en,ase,0,0,6,15
68101,minus,minus,en,ase,0,0,7,2
36632,monday,monday,en,ase,0,0,0,5
36635,monday,monday,en,ase,0,0,1,1
36637,monday,monday,en,ase,0,0,2,6
66136,monday,monday,en,ase,0,0,3,45
36630,monday,monday,en,ase,0,0,4,19
70023,monday,monday,en,ase,0,0,5,8
36633,monday,monday,en,ase,0,0,6,24
36631,monday,monday,en,ase,0,0,7,20
37018,mountain,mountain,en,ase,0,0,0,21
37013,mountain,mountain,en,ase,0,0,1,18
37017,mountain,mountain,en,ase,0,0,2,43
37022,mountain,mountain,en,ase,0,0,3,1
37024,mountain,mountain,en,ase,0,0,4,6
37019,mountain,mountain,en,ase,0,0,5,24
37065,mouth,mouth,en,ase,0,0,0,11
37061,mouth,mouth,en,ase,0,0,1,18
66149,mouth,mouth,en,ase,0,0,2,45
37062,mouth,mouth,en,ase,0,0,3,19
37066,mouth,mouth,en,ase,0,0,4,6
37063,mouth,mouth,en,ase,0,0,5,24
37346,mushroom,mushroom,en,ase,0,0,0,15
37343,mushroom,mushroom,en,ase,0,0,1,18
37350,mushroom,mushroom,en,ase,0,0,2,1
37345,mushroom,mushroom,en,ase,0,0,3,20
37352,mushroom,mushroom,en,ase,0,0,4,6
37347,mushroom,mushroom,en,ase,0,0,5,24
37351,mushroom,mushroom,en,ase,0,0,6,6
37344,mushroom,mushroom,en,ase,0,0,7,25
37612,napkin,napkin,en,ase,0,0,0,28
66159,napkin,napkin,en,ase,0,0,1,66
37613,napkin,napkin,en,ase,0,0,2,21
37616,napkin,napkin,en,ase,0,0,3,11
37617,napkin,napkin,en,ase,0,0,4,11
37611,napkin,napkin,en,ase,0,0,5,25
37610,napkin,napkin,en,ase,0,0,6,18
37614,napkin,napkin,en,ase,0,0,7,24
37841,neck,neck,en,ase,0,0,0,63
37843,neck,neck,en,ase,0,0,1,6
37837,neck,neck,en,ase,0,0,2,43
37836,neck,neck,en,ase,0,0,3,18
66161,neck,neck,en,ase,0,0,4,45
37839,neck,neck,en,ase,0,0,5,24
37838,neck,neck,en,ase,0,0,6,15
38232,next,next,en,ase,0,0,0,17
38238,next,next,en,ase,0,0,1,1
38222,next,next,en,ase,0,0,2,18
38239,next,next,en,ase,0,0,3,6
38240,next,next,en,ase,0,0,4,6
38233,next,next,en,ase,0,0,5,24
