video,gloss
48612,rough
50107,see
69460,see
50120,see
50122,see
50125,see
50128,see
50138,seem
70360,seem
66442,seem
50139,seem
50140,seem
50143,seem
50144,seem
50146,seem
50328,send
50338,send
50339,send
50330,send
50341,send
50331,send
50332,send
50336,send
50719,sew
68146,sew
66459,sew
50721,sew
50723,sew
50725,sew
50727,sew
50932,sheep
50942,sheep
50934,sheep
50935,sheep
50936,sheep
50938,sheep
50939,sheep
51019,shine
51029,shine
51020,shine
51021,shine
51022,shine
51023,shine
51024,shine
51025,shine
51027,shine
51094,shock
51107,shock
51108,shock
66466,shock
51102,shock
51112,shock
51114,shock
51103,shock
51104,shock
51105,shock
51106,shock
51272,should
70294,should
51287,should
51288,should
51289,should
51290,should
51292,should
51293,should
51295,should
51686,silent
51696,silent
51687,silent
51688,silent
51690,silent
51691,silent
51692,silent
51693,silent
51694,silent
52168,skinny
52175,skinny
52176,skinny
52177,skinny
52179,skinny
52169,skinny
52170,skinny
52171,skinny
52174,skinny
52197,skirt
52204,skirt
52208,skirt
52198,skirt
52199,skirt
52200,skirt
52201,skirt
52203,skirt
69477,sky
52236,sky
52228,sky
52238,sky
52229,sky
52230,sky
52231,sky
52232,sky
52235,sky
53435,sour
53452,sour
53443,sour
53444,sour
53445,sour
53447,sour
53448,sour
53449,sour
53450,sour
53640,special
69486,special
66542,special
66543,special
53642,special
53643,special
53644,special
53646,special
53648,special
53899,spirit
53910,spirit
53901,spirit
53902,spirit
53903,spirit
53906,spirit
53907,spirit
53908,spirit
54255,staff
54264,staff
54256,staff
54257,staff
54258,staff
54260,staff
54261,staff
54262,staff
54360,stand
68160,stand
54385,stand
66553,stand
54377,stand
54378,stand
54381,stand
54383,stand
54586,steal
54593,steal
54597,steal
54588,steal
54598,steal
54600,steal
54589,steal
54591,steal
54592,steal
54915,stop
54925,stop
54922,stop
54923,stop
54928,stop
54929,stop
54932,stop
70371,stupid
55423,stupid
55425,stupid
55429,stupid
55431,stupid
55419,stupid
55421,stupid
55745,summon
55755,summon
55746,summon
55747,summon
55750,summon
55751,summon
55752,summon
55753,summon
55837,sunrise
55843,sunrise
55844,sunrise
55845,sunrise
66580,sunrise
55847,sunrise
55849,sunrise
55841,sunrise
55842,sunrise
56191,swallow
56202,swallow
56193,swallow
56194,swallow
56195,swallow
56196,swallow
56198,swallow
56199,swallow
57260,television
57268,television
57271,television
57261,television
57262,television
57263,television
57265,television
57266,television
58629,to
58730,to
58721,to
58722,to
58723,to
58724,to
58725,to
58727,to
58728,to
58705,together
58714,together
66653,together
58706,together
58707,together
58709,together
58710,together
58711,together
58712,together
59404,translate
59411,translate
66669,translate
66670,translate
59405,translate
59406,translate
59407,translate
59409,translate
59596,triangle
59602,triangle
59603,triangle
59604,triangle
59605,triangle
59609,triangle
59597,triangle
59598,triangle
60043,turtle
60052,turtle
60044,turtle
60045,turtle
60046,turtle
60048,turtle
60049,turtle
66705,underwear
60572,underwear
60571,underwear
60574,underwear
60575,underwear
60576,underwear
60579,underwear
60583,underwear
60580,underwear
60887,up
69522,up
60915,up
66709,up
60907,up
60909,up
60910,up
60911,up
60912,up
60913,up
60947,upset
60956,upset
66712,upset
66711,upset
60948,upset
60949,upset
60950,upset
60951,upset
60952,upset
60954,upset
61737,violin
61745,violin
66729,violin
61738,violin
61739,violin
61740,violin
61742,violin
61743,violin
61965,volunteer
66739,volunteer
61966,volunteer
61967,volunteer
61968,volunteer
61969,volunteer
61971,volunteer
61973,volunteer
62285,warm
62297,warm
62289,warm
62290,warm
62291,warm
62294,warm
62295,warm
62301,warn
62309,warn
66747,warn
62302,warn
62303,warn
62305,warn
62306,warn
62307,warn
62329,wash
62358,wash
62365,wash
62356,wash
62367,wash
62370,wash
62372,wash
62357,wash
63447,wine
70070,wine
63448,wine
63449,wine
63450,wine
63452,wine
63453,wine
63455,wine
63621,witness
63640,witness
63622,witness
63623,witness
63628,witness
63629,witness
63630,witness
63637,witness
63638,witness
63720,wood
63729,wood
66802,wood
63722,wood
63723,wood
63724,wood
63726,wood
63727,wood
64543,zero
68193,zero
64551,zero
66825,zero
64544,zero
64547,zero
64548,zero
00829,across
00840,across
00832,across
00842,across
00834,across
00835,across
00836,across
00838,across
00839,across
00897,actor
65017,actor
00898,actor
00899,actor
00900,actor
00901,actor
00902,actor
00904,actor
01572,agree
70117,agree
01575,agree
01576,agree
01577,agree
01579,agree
01580,agree
01582,agree
01796,alarm
01808,alarm
65040,alarm
01801,alarm
01802,alarm
01804,alarm
01805,alarm
65050,allergy
01962,allergy
65051,allergy
01955,allergy
01965,allergy
01956,allergy
01957,allergy
01960,allergy
02089,almost
65056,almost
02091,almost
02092,almost
02093,almost
02095,almost
02096,almost
02097,almost
02618,announce
65074,announce
02619,announce
02620,announce
02622,announce
02623,announce
02625,announce
02871,apartment
02872,apartment
02873,apartment
02874,apartment
02875,apartment
02877,apartment
02878,apartment
02880,apartment
04008,attention
65107,attention
04011,attention
04012,attention
04013,attention
04015,attention
04017,attention
04110,audience
04118,audience
04119,audience
04120,audience
04121,audience
04123,audience
04115,audience
04116,audience
04154,august
04163,august
04164,august
04155,august
04156,august
04157,august
04159,august
04160,august
04161,august
04288,autumn
65113,autumn
04289,autumn
04290,autumn
04291,autumn
04292,autumn
04294,autumn
04296,autumn
04386,away
69216,away
04397,away
65117,away
04388,away
04389,away
04393,away
04395,away
05554,beautiful
05556,beautiful
05557,beautiful
05558,beautiful
05559,beautiful
05560,beautiful
05562,beautiful
05564,beautiful
05565,beautiful
05614,become
70148,become
65160,become
05616,become
05617,become
05619,become
05620,become
05622,become
05910,below
05920,below
05911,below
05912,below
05913,below
05915,below
05917,below
05918,below
06014,best
06021,best
06022,best
06023,best
06025,best
06026,best
06027,best
06029,best
06039,bet
69230,bet
06045,bet
06046,bet
06047,bet
06049,bet
06050,bet
06052,bet
06157,bicycle
65181,bicycle
06159,bicycle
06160,bicycle
06161,bicycle
06163,bicycle
06165,bicycle
06312,biology
65186,biology
06313,biology
06314,biology
06315,biology
06317,biology
06319,biology
07440,boyfriend
07443,boyfriend
70343,boyfriend
07441,boyfriend
07445,boyfriend
07446,boyfriend
07447,boyfriend
07450,boyfriend
07451,boyfriend
07608,break
70098,break
65252,break
07632,break
07642,break
07634,break
07637,break
07747,bridge
65259,bridge
07751,bridge
07753,bridge
07754,bridge
07755,bridge
07757,bridge
65264,brush
08005,brush
08006,brush
65265,brush
08012,brush
08000,brush
08001,brush
65269,building
70196,building
08130,building
08131,building
08132,building
08134,building
08135,building
08410,busy
70105,busy
08418,busy
65277,busy
08420,busy
08411,busy
08412,busy
08417,busy
08782,camera
08791,camera
65292,camera
08783,camera
08784,camera
08786,camera
08789,camera
08799,camp
68017,camp
08817,camp
08818,camp
08819,camp
08820,camp
08821,camp
08823,camp
65303,caption
09095,caption
09087,caption
09088,caption
09091,caption
09092,caption
09093,caption
09197,care
09199,care
09200,care
09209,care
09210,care
09211,care
09214,care
09198,care
09317,carry
69260,carry
09328,carry
65309,carry
09319,carry
09320,carry
09321,carry
09326,carry
09632,celebrate
65321,celebrate
09633,celebrate
09634,celebrate
09636,celebrate
09637,celebrate
09638,celebrate
09640,celebrate
09805,certificate
65326,certificate
09806,certificate
09807,certificate
09808,certificate
09810,certificate
09812,certificate
09834,chain
65327,chain
09835,chain
09836,chain
09837,chain
09838,chain
09840,chain
09842,chain
09933,chance
09940,chance
65331,chance
09943,chance
09934,chance
09935,chance
09936,chance
10014,character
10021,character
10023,character
65334,character
10015,character
10016,character
10017,character
10019,character
10088,chase
65337,chase
10089,chase
10090,chase
10091,chase
10093,chase
10094,chase
10096,chase
11006,classroom
11007,classroom
11008,classroom
11009,classroom
11011,classroom
11012,classroom
11013,classroom
11015,classroom
11059,clear
11067,clear
65366,clear
11061,clear
11062,clear
11064,clear
11065,clear
11142,climb
11148,climb
11150,climb
11151,climb
11155,climb
11143,climb
11144,climb
11145,climb
11936,command
11950,command
11942,command
11952,command
11943,command
11944,command
11948,command
12058,community
12069,community
12060,community
12062,community
12063,community
12064,community
12066,community
12067,community
12188,complain
12190,complain
12191,complain
12192,complain
12193,complain
12195,complain
12196,complain
12198,complain
12290,compromise
12300,compromise
12291,compromise
12292,compromise
12293,compromise
12294,compromise
12296,compromise
12297,compromise
13015,contribute
13023,contribute
13024,contribute
13026,contribute
13017,contribute
13018,contribute
13019,contribute
13020,contribute
13244,cop
13245,cop
13246,cop
13247,cop
13249,cop
13250,cop
13251,cop
13252,cop
13253,cop
13407,cost
13414,cost
13424,cost
13415,cost
13416,cost
13417,cost
13420,cost
13455,couch
13456,couch
13457,couch
13458,couch
13460,couch
13461,couch
13464,couch
13743,cracker
13744,cracker
13745,cracker
13746,cracker
13748,cracker
13749,cracker
13751,cracker
14311,curious
65429,curious
14312,curious
14313,curious
14314,curious
14316,curious
14317,curious
14319,curious
14365,curriculum
65431,curriculum
14366,curriculum
14367,curriculum
14368,curriculum
14370,curriculum
14371,curriculum
14372,curriculum
14373,curriculum
69289,dad
14565,dad
14566,dad
14567,dad
14568,dad
14569,dad
14570,dad
14572,dad
15546,deny
15554,deny
65461,deny
15547,deny
15548,deny
15549,deny
15551,deny
15705,describe
69294,describe
15706,describe
15707,describe
15708,describe
15709,describe
15711,describe
15713,describe
16076,diaper
65477,diaper
16081,diaper
16082,diaper
16083,diaper
16085,diaper
16087,diaper
16095,diarrhea
16097,diarrhea
16098,diarrhea
16099,diarrhea
16100,diarrhea
16102,diarrhea
16104,diarrhea
16427,disagree
70118,disagree
16428,disagree
16429,disagree
16430,disagree
16431,disagree
16434,disagree
16436,disagree
16803,dissolve
65494,dissolve
16804,dissolve
16805,dissolve
16806,dissolve
16808,dissolve
16809,dissolve
16811,dissolve
16922,divide
16934,divide
65499,divide
16925,divide
16936,divide
16926,divide
16927,divide
16930,divide
17159,dolphin
17160,dolphin
17166,dolphin
17157,dolphin
17158,dolphin
17374,double
65523,double
17377,double
17378,double
17379,double
17381,double
17382,double
17384,double
17388,doubt
65524,doubt
17390,doubt
17400,doubt
17391,doubt
17394,doubt
17395,doubt
17981,dumb
70370,dumb
17995,dumb
65553,dumb
17988,dumb
17992,dumb
17993,dumb
18239,earth
18241,earth
18242,earth
18243,earth
18245,earth
18246,earth
18248,earth
18253,earthquake
65596,earthquake
18254,earthquake
18255,earthquake
18256,earthquake
18258,earthquake
18259,earthquake
69309,eight
18569,eight
18570,eight
18571,eight
18575,eight
18576,eight
18578,eight
18887,embarrass
18903,embarrass
65626,embarrass
18897,embarrass
18898,embarrass
18899,embarrass
18900,embarrass
18901,embarrass
18970,emotion
18986,emotion
18978,emotion
18979,emotion
18980,emotion
18981,emotion
18983,emotion
18984,emotion
19086,encourage
65628,encourage
19087,encourage
19088,encourage
19089,encourage
19090,encourage
19092,encourage
19094,encourage
19164,energy
65630,energy
19165,energy
19166,energy
19167,energy
19169,energy
19170,energy
19172,energy
19304,enough
19312,enough
65637,enough
19305,enough
19306,enough
19309,enough
19310,enough
19703,evaluate
19713,evaluate
19704,evaluate
19705,evaluate
19706,evaluate
19707,evaluate
19710,evaluate
19966,evidence
19967,evidence
19968,evidence
19969,evidence
19970,evidence
19971,evidence
19974,evidence
19975,evidence
20007,exact
70115,exact
65650,exact
20008,exact
20009,exact
20010,exact
20012,exact
20014,exact
20020,exaggerate
20022,exaggerate
20023,exaggerate
20024,exaggerate
20027,exaggerate
20028,exaggerate
20030,exaggerate
20327,expect
20334,expect
20335,expect
20336,expect
20337,expect
20339,expect
20340,expect
20342,expect
21022,fancy
21030,fancy
21031,fancy
65680,fancy
21033,fancy
21023,fancy
21024,fancy
21026,fancy
21027,fancy
21302,favorite
21309,favorite
21310,favorite
65694,favorite
21312,favorite
21303,favorite
21304,favorite
21828,finally
21829,finally
21830,finally
21831,finally
21832,finally
21833,finally
21835,finally
21836,finally
23273,fox
23281,fox
65775,fox
23274,fox
23275,fox
23276,fox
23277,fox
23279,fox
23479,french
68055,french
23489,french
23481,french
23482,french
23485,french
23486,french
23709,fruit
65789,fruit
23701,fruit
23702,fruit
23703,fruit
23704,fruit
23705,fruit
65796,function
23811,function
23802,function
23804,function
23805,function
23806,function
23808,function
23809,function
24165,gather
24174,gather
65803,gather
24176,gather
24166,gather
24167,gather
24171,gather
24376,germany
24385,germany
65806,germany
24378,germany
24379,germany
24381,germany
24382,germany
24822,gloves
24829,gloves
24824,gloves
24826,gloves
24827,gloves
24828,gloves
24883,goat
24895,goat
65830,goat
24888,goat
24889,goat
24890,goat
24892,goat
25041,goodbye
25044,goodbye
25052,goodbye
25055,goodbye
25049,goodbye
25051,goodbye
69354,grow
65862,grow
25852,grow
25844,grow
25846,grow
25847,grow
25850,grow
26001,gum
65868,gum
26002,gum
26003,gum
26004,gum
26006,gum
26007,gum
26009,gum
26203,half
26222,half
26214,half
26224,half
26215,half
26216,half
26220,half
26221,half
26797,hawaii
26807,hawaii
26799,hawaii
26810,hawaii
26800,hawaii
26801,hawaii
26802,hawaii
26806,hawaii
27312,herself
27321,herself
27322,herself
27313,herself
27314,herself
27315,herself
27316,herself
27319,herself
27444,highway
27451,highway
27452,highway
27456,highway
27445,highway
27446,highway
27448,highway
27450,highway
27788,homework
27793,homework
68073,homework
27790,homework
27789,homework
27801,homework
27796,homework
27881,honor
27883,honor
27874,honor
27875,honor
27876,honor
27879,honor
27880,honor
28581,ice cream
28582,ice cream
28583,ice cream
28584,ice cream
28585,ice cream
28586,ice cream
28588,ice cream
28590,ice cream
28734,if
69375,if
28743,if
28736,if
28747,if
28749,if
28737,if
28739,if
29324,increase
70077,increase
29327,increase
29328,increase
29329,increase
29330,increase
29333,increase
29334,increase
29399,india
29407,india
29408,india
29409,india
29400,india
29402,india
29404,india
29631,information
29641,information
29632,information
29633,information
29634,information
29636,information
29637,information
29638,information
29639,information
30252,interpret
68077,interpret
30271,interpret
30264,interpret
30265,interpret
30268,interpret
30269,interpret
30311,interview
30323,interview
65956,interview
30325,interview
30327,interview
30316,interview
30318,interview
30319,interview
30509,invite
65961,invite
30510,invite
30511,invite
30514,invite
30516,invite
30706,israel
30713,israel
30715,israel
30717,israel
30719,israel
30707,israel
30709,israel
30710,israel
31047,jesus
31049,jesus
31050,jesus
31051,jesus
31052,jesus
31054,jesus
31055,jesus
31057,jesus
31481,keep
31491,keep
31494,keep
65987,keep
31485,keep
31496,keep
31486,keep
31487,keep
31553,keyboard
31554,keyboard
31555,keyboard
31556,keyboard
31557,keyboard
31559,keyboard
31561,keyboard
69382,land
32113,land
32121,land
32122,land
32115,land
32117,land
32118,land
32120,land
32473,lawyer
32474,lawyer
32475,lawyer
32476,lawyer
32478,lawyer
32479,lawyer
32481,lawyer
66020,lead
32541,lead
32543,lead
32535,lead
32547,lead
32537,lead
32538,lead
32539,lead
32858,lesbian
66035,lesbian
32859,lesbian
32860,lesbian
32863,lesbian
32864,lesbian
32865,lesbian
32867,lesbian
69390,line
33335,line
33343,line
33346,line
33337,line
33339,line
33341,line
33677,lock
33704,lock
66080,lock
33696,lock
33697,lock
33698,lock
33701,lock
34086,loud
34095,loud
66087,loud
34087,loud
34088,loud
34089,loud
34091,loud
34093,loud
34109,lousy
66088,lousy
34110,lousy
34111,lousy
34112,lousy
34114,lousy
34115,lousy
34117,lousy
70028,lunch
34272,lunch
34265,lunch
34276,lunch
34266,lunch
34268,lunch
34269,lunch
34271,lunch
34352,machine
66091,machine
34353,machine
34354,machine
34355,machine
34357,machine
34359,machine
34365,mad
34375,mad
34369,mad
34380,mad
34382,mad
34370,mad
34371,mad
35603,memorize
66114,memorize
35604,memorize
35605,memorize
35606,memorize
35607,memorize
35609,memorize
35611,memorize
36228,minus
68101,minus
36239,minus
36231,minus
36241,minus
36232,minus
36235,minus
36236,minus
36238,minus
70023,monday
36635,monday
36637,monday
66136,monday
36630,monday
36631,monday
36632,monday
36633,monday
37013,mountain
37026,mountain
37017,mountain
37018,mountain
37019,mountain
37022,mountain
37024,mountain
37061,mouth
66149,mouth
37062,mouth
37063,mouth
37065,mouth
37066,mouth
37068,mouth
37343,mushroom
37351,mushroom
37352,mushroom
37344,mushroom
37345,mushroom
37346,mushroom
37347,mushroom
37350,mushroom
37610,napkin
66159,napkin
37611,napkin
37612,napkin
37613,napkin
37614,napkin
37616,napkin
37617,napkin
37836,neck
37845,neck
66161,neck
37837,neck
37838,neck
37839,neck
37841,neck
37843,neck
38222,next
38238,next
38239,next
38240,next
38231,next
38243,next
38232,next
38233,next
39343,ocean
69416,ocean
39348,ocean
39349,ocean
39350,ocean
39352,ocean
39353,ocean
39959,open
39951,open
39962,open
39952,open
39953,open
39955,open
39956,open
39957,open
40629,overwhelm
66255,overwhelm
40635,overwhelm
40636,overwhelm
40637,overwhelm
40638,overwhelm
40639,overwhelm
40640,overwhelm
40642,overwhelm
40649,owe
40650,owe
40651,owe
40652,owe
40654,owe
40655,owe
40657,owe
40759,page
40767,page
40770,page
40760,page
40761,page
40764,page
40766,page
40797,pain
40810,pain
40802,pain
40803,pain
40806,pain
40807,pain
40808,pain
41062,parade
41063,parade
41064,parade
41065,parade
41066,parade
41068,parade
41070,parade
41163,parents
41164,parents
41165,parents
41166,parents
41167,parents
41168,parents
41169,parents
41170,parents
42004,perfect
42005,perfect
42006,perfect
42008,perfect
41998,perfect
42001,perfect
42002,perfect
66279,period
42076,period
42080,period
42086,period
42088,period
42089,period
42090,period
42398,philosophy
42403,philosophy
42407,philosophy
66287,philosophy
42410,philosophy
42400,philosophy
42401,philosophy
42469,photographer
42470,photographer
42471,photographer
42472,photographer
42475,photographer
42476,photographer
42478,photographer
42983,place
69432,place
70190,place
42994,place
42987,place
42988,place
42989,place
42992,place
43552,policy
43561,policy
66307,policy
43553,policy
43554,policy
43555,policy
43557,policy
43558,policy
43559,policy
43725,popular
66312,popular
43726,popular
43727,popular
43729,popular
43730,popular
43731,popular
43733,popular
44119,pray
44134,pray
44126,pray
44136,pray
44127,pray
44128,pray
44130,pray
44132,pray
44199,predict
44208,predict
44200,predict
44201,predict
44202,predict
44203,predict
44206,predict
44319,presentation
44329,presentation
44320,presentation
44321,presentation
44322,presentation
44323,presentation
44324,presentation
44325,presentation
44327,presentation
44556,print
69438,print
66332,print
44567,print
44568,print
44570,print
44572,print
44557,printer
44558,printer
44559,printer
44560,printer
44561,printer
44563,printer
44564,printer
44566,printer
44618,private
44633,private
44624,private
44625,private
44626,private
44628,private
44629,private
44631,private
44732,procrastinate
44733,procrastinate
44734,procrastinate
44735,procrastinate
44737,procrastinate
44738,procrastinate
44739,procrastinate
44741,procrastinate
44859,project
44868,project
66338,project
44869,project
44860,project
44862,project
44863,project
44865,project
44866,project
45059,protect
66343,protect
45060,protect
45061,protect
45062,protect
45064,protect
45065,protect
45067,protect
45097,prove
45098,prove
45099,prove
45100,prove
45101,prove
45104,prove
45105,prove
45108,provide
66346,provide
45110,provide
45111,provide
45113,provide
45114,provide
45115,provide
45117,provide
45169,psychology
45180,psychology
45171,psychology
45172,psychology
45173,psychology
45175,psychology
45177,psychology
45178,psychology
45362,punish
66354,punish
45363,punish
45364,punish
45365,punish
45367,punish
45369,punish
45570,puzzled
66359,puzzled
45571,puzzled
45572,puzzled
45574,puzzled
45575,puzzled
45576,puzzled
45577,puzzled
45711,question
69442,question
45723,question
45714,question
45715,question
45719,question
45720,question
45721,question
45739,quick
45749,quick
66363,quick
66364,quick
45742,quick
45743,quick
45746,quick
45747,quick
45966,rainbow
45967,rainbow
45968,rainbow
45969,rainbow
45971,rainbow
45973,rainbow
45975,rainbow
46053,rake
66370,rake
46054,rake
46055,rake
46058,rake
46060,rake
46956,rehearse
46957,rehearse
46958,rehearse
46960,rehearse
46961,rehearse
46962,rehearse
46963,rehearse
46965,rehearse
47236,remove
66390,remove
47237,remove
47238,remove
47239,remove
47240,remove
47242,remove
47244,remove
47857,revenge
47864,revenge
66403,revenge
66402,revenge
47858,revenge
47859,revenge
47862,revenge
47898,review
47902,review
47903,review
47904,review
47905,review
47906,review
47911,review
47913,review
47901,review
48019,rich
48029,rich
48030,rich
48032,rich
48020,rich
48021,rich
48022,rich
48023,rich
48487,roof
70197,roof
48497,roof
48489,roof
48499,roof
48490,roof
48494,roof
48495,roof
48537,rooster
48538,rooster
48539,rooster
48540,rooster
48542,rooster
48543,rooster
48545,rooster
48705,rude
48706,rude
48710,rude
48711,rude
48717,rude
48719,rude
48704,rude
49427,say
69454,say
66429,say
49430,say
49432,say
49433,say
49434,say
49436,say
49643,scientist
49644,scientist
49645,scientist
49646,scientist
49648,scientist
49649,scientist
49651,scientist
49726,scotland
49737,scotland
49727,scotland
49728,scotland
49729,scotland
49730,scotland
49732,scotland
49733,scotland
49803,screwdriver
49810,screwdriver
49814,screwdriver
49804,screwdriver
49805,screwdriver
49806,screwdriver
49807,screwdriver
49809,screwdriver
66439,second
50007,second
50014,second
50006,second
50020,second
50023,second
50316,senate
66444,senate
50317,senate
50318,senate
50319,senate
50321,senate
50322,senate
50324,senate
50427,separate
50439,separate
50441,separate
50432,separate
50443,separate
50433,separate
50436,separate
50437,separate
50546,service
50547,service
50548,service
50549,service
50550,service
50551,service
50553,service
50554,service
50555,service
51398,shrimp
51403,shrimp
51404,shrimp
51406,shrimp
51408,shrimp
51396,shrimp
51397,shrimp
51474,shy
66474,shy
51475,shy
51476,shy
51477,shy
51478,shy
51480,shy
51530,side
51552,side
66477,side
51544,side
51545,side
51548,side
51549,side
51550,side
51932,situation
66489,situation
51933,situation
51934,situation
51935,situation
51937,situation
51938,situation
51939,situation
51940,situation
52287,slave
52288,slave
52289,slave
52290,slave
52291,slave
52293,slave
52294,slave
52296,slave
52937,soccer
52947,soccer
66523,soccer
52940,soccer
52941,soccer
52943,soccer
52944,soccer
52945,soccer
66527,socks
53022,socks
53013,socks
53014,socks
53015,socks
53016,socks
53017,socks
53152,solid
66528,solid
53153,solid
53154,solid
53155,solid
53157,solid
53158,solid
53160,solid
53239,sometimes
70035,sometimes
53240,sometimes
53241,sometimes
53242,sometimes
53243,sometimes
53245,sometimes
53247,sometimes
53824,spider
66546,spider
53825,spider
53826,spider
53827,spider
53829,spider
53831,spider
53872,spin
53881,spin
53882,spin
53873,spin
53874,spin
53875,spin
53876,spin
53878,spin
53879,spin
54168,square
54178,square
54170,square
54180,square
54172,square
54173,square
54176,square
54177,square
66552,stairs
54302,stairs
54304,stairs
54296,stairs
54297,stairs
54298,stairs
54300,stairs
54419,stare
54433,stare
54424,stare
54425,stare
54426,stare
54427,stare
54428,stare
54431,stare
54454,start
68161,start
54457,start
54458,start
54461,start
54462,start
54464,start
69489,store
54955,store
54963,store
54965,store
54966,store
54956,store
54957,store
54962,store
55101,straw
55126,straw
55117,straw
55118,straw
55119,straw
55120,straw
55122,straw
55123,straw
55287,structure
55296,structure
55288,structure
55289,structure
55290,structure
55291,structure
55292,structure
55294,structure
55295,structure
55669,suggest
55670,suggest
55671,suggest
55672,suggest
55673,suggest
55675,suggest
55676,suggest
55678,suggest
55810,sun
55803,sun
55814,sun
55804,sun
55805,sun
55806,sun
55808,sun
55970,support
55976,support
55977,support
55978,support
55979,support
55981,support
55982,support
55984,support
55993,suppose
69497,suppose
70120,suppose
55996,suppose
55999,suppose
56000,suppose
56001,suppose
56003,suppose
56025,sure
56038,sure
56029,sure
56030,sure
56031,sure
56035,sure
56036,sure
56099,surprise
66583,surprise
56105,surprise
56106,surprise
56107,surprise
56108,surprise
56109,surprise
56111,surprise
56254,sweater
66584,sweater
56247,sweater
56248,sweater
56249,sweater
56251,sweater
56252,sweater
56340,swim
70178,swim
56341,swim
56343,swim
56344,swim
56346,swim
56348,swim
56460,symbol
56468,symbol
56469,symbol
56471,symbol
56461,symbol
56462,symbol
56463,symbol
56464,symbol
56465,symbol
56969,taste
56970,taste
56971,taste
56972,taste
56973,taste
56975,taste
56978,taste
57089,team
57099,team
57090,team
57091,team
57092,team
57093,team
57096,team
57097,team
57235,telephone
57236,telephone
57237,telephone
57238,telephone
57239,telephone
57241,telephone
57243,telephone
57408,tennis
57410,tennis
57411,tennis
57412,tennis
57413,tennis
57415,tennis
57417,tennis
57724,their
57725,their
57726,their
57728,their
57729,their
57730,their
57731,their
57732,their
57769,then
66602,then
57771,then
57772,then
57774,then
57775,then
57777,then
57837,thermometer
57849,thermometer
57850,thermometer
57840,thermometer
57842,thermometer
57843,thermometer
57921,thing
69504,thing
66608,thing
57922,thing
57923,thing
57925,thing
57926,thing
57928,thing
58000,third
58013,third
58014,third
66614,third
58016,third
58006,third
58008,third
58009,third
58131,thousand
66629,thousand
58132,thousand
58133,thousand
58136,thousand
58137,thousand
58139,thousand
69508,three
66630,three
58182,three
58183,three
58185,three
58186,three
58188,three
66642,tie
68169,tie
58430,tie
58434,tie
58435,tie
58439,tie
58427,tie
58428,tie
58945,topic
66659,topic
58946,topic
58947,topic
58948,topic
58949,topic
58951,topic
58953,topic
59044,touch
70327,touch
59051,touch
59052,touch
59053,touch
59055,touch
59056,touch
59058,touch
59102,tournament
59103,tournament
59104,tournament
59105,tournament
59106,tournament
59107,tournament
59108,tournament
59110,tournament
59847,try
59854,try
66680,try
66681,try
59848,try
59849,try
59851,try
69521,two
60220,two
60221,two
60224,two
60225,two
60227,two
60304,type
60305,type
60308,type
60309,type
60310,type
60312,type
60378,umbrella
66699,umbrella
60379,umbrella
60380,umbrella
60381,umbrella
60383,umbrella
60385,umbrella
61364,vegetable
66720,vegetable
61365,vegetable
61368,vegetable
61370,vegetable
61371,vegetable
61878,vocabulary
61886,vocabulary
61887,vocabulary
66735,vocabulary
61889,vocabulary
61879,vocabulary
61881,vocabulary
61882,vocabulary
62422,waste
62430,waste
66750,waste
62423,waste
62424,waste
62427,waste
62428,waste
62583,we
69527,we
66755,we
62774,we
62775,we
62776,we
62778,we
62780,we
62607,wear
62622,wear
66756,wear
62614,wear
62615,wear
62618,wear
62619,wear
62753,weekly
62754,weekly
62756,weekly
62757,weekly
62758,weekly
62759,weekly
62761,weekly
62826,welcome
62837,welcome
66763,welcome
66764,welcome
62829,welcome
62833,welcome
62834,welcome
62835,welcome
63494,winter
63504,winter
63495,winter
63496,winter
63497,winter
63499,winter
63502,winter
63605,without
63615,without
66796,without
63607,without
63608,without
63609,without
63610,without
63612,without
63613,without
63650,wolf
66797,wolf
63653,wolf
63654,wolf
63656,wolf
63657,wolf
63659,wolf
69541,worm
66808,worm
63850,worm
63851,worm
63853,worm
63854,worm
63856,worm
64041,wristwatch
66814,wristwatch
64042,wristwatch
64043,wristwatch
64044,wristwatch
64046,wristwatch
64047,wristwatch
64048,wristwatch
64444,yourself
64451,yourself
64455,yourself
64456,yourself
64445,yourself
64446,yourself
64447,yourself
64448,yourself
00429,above
70167,above
65004,above
00430,above
00431,above
00433,above
00435,above
00662,accomplish
65010,accomplish
00663,accomplish
00664,accomplish
00666,accomplish
00668,accomplish
01149,adopt
65022,adopt
01157,adopt
01158,adopt
01159,adopt
01160,adopt
01162,adopt
01242,advantage
65025,advantage
01252,advantage
01244,advantage
01245,advantage
02143,alphabet
02151,alphabet
65058,alphabet
02145,alphabet
02149,alphabet
02607,anniversary
02609,anniversary
02610,anniversary
02611,anniversary
02614,anniversary
02616,anniversary
02696,another
02706,another
02697,another
02698,another
02699,another
02701,another
02702,another
03100,appropriate
03101,appropriate
03102,appropriate
03103,appropriate
03105,appropriate
03106,appropriate
03108,appropriate
70258,arrogant
03457,arrogant
03448,arrogant
03449,arrogant
03450,arrogant
03451,arrogant
03454,arrogant
03455,arrogant
03514,artist
03515,artist
03516,artist
03517,artist
03519,artist
03520,artist
03522,artist
04579,background
04587,background
65122,background
04590,background
04580,background
04581,background
04582,background
05667,bee
05688,bee
65165,bee
05680,bee
05681,bee
05682,bee
05685,bee
05686,bee
05792,behavior
70116,behavior
